Gene_set	Term	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ACID_SECRETION	1/43	8.062991e-02	2.296260e-01	1.825647e+01	4.596770e+01	HRH2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ACTIVATION_OF_IMMUNE_RESPONSE	8/547	8.551878e-06	2.875331e-04	9.763397e+00	1.139326e+02	RSAD2;IRF7;OAS3;OASL;IFI35;OAS1;IFIH1;EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE	8/280	5.555053e-08	2.801598e-06	1.960280e+01	3.274838e+02	RSAD2;IRF7;OAS3;OASL;IFI35;OAS1;IFIH1;EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ADAPTIVE_IMMUNE_RESPONSE	3/745	1.767361e-01	3.468246e-01	2.482714e+00	4.302786e+00	RSAD2;ADGRE1;IRF7
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS	2/371	1.630752e-01	3.318128e-01	3.535044e+00	6.410957e+00	RSAD2;IRF7
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ADENOSINE_METABOLIC_PROCESS	1/10	1.934422e-02	1.283676e-01	8.181263e+01	3.227804e+02	ADA2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	1/158	2.664164e-01	4.211996e-01	4.897143e+00	6.477425e+00	ADGRE1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	1/248	3.857945e-01	5.202380e-01	3.101818e+00	2.954328e+00	ADGRE1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ALPHA_BETA_T_CELL_ACTIVATION	1/181	2.989139e-01	4.464528e-01	4.268033e+00	5.154076e+00	RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ALPHA_BETA_T_CELL_DIFFERENTIATION	1/124	2.156746e-01	3.807651e-01	6.256356e+00	9.597153e+00	RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_AMIDE_BIOSYNTHETIC_PROCESS	1/1004	8.664233e-01	8.866221e-01	7.348879e-01	1.053695e-01	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_AMIDE_METABOLIC_PROCESS	1/1301	9.278936e-01	9.340672e-01	5.579239e-01	4.175404e-02	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_AMYLOID_BETA_CLEARANCE	1/39	7.340485e-02	2.186599e-01	2.015740e+01	5.264640e+01	MSR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION	1/219	3.495589e-01	4.892531e-01	3.518810e+00	3.698563e+00	HES4
